customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito
735469,27,teknisi,lajang,SMA,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NTB,0
817242,60,manajer,menikah,Diploma,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,Jawa,0
787339,49,teknisi,menikah,Diploma,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Kalimantan,0
981226,36,pekerja kasar,lajang,SMA,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Jawa,0
544435,28,pekerja kasar,lajang,SMP,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,NTT,0
786617,52,teknisi,menikah,SMP,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Kalimantan,0
671336,61,pensiunan,menikah,SMA,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,NTT,0
591833,40,penyedia jasa,menikah,SD,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTB,0
309648,31,sosial media specialis,menikah,SMA,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Kalimantan,0
764538,24,mahasiswa,lajang,SMA,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
586644,55,pekerja kasar,cerai,Tidak Tamat SD,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Jawa,0
242007,49,penyedia jasa,menikah,SMA,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,NTT,0
342545,39,teknisi,cerai,Diploma,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,Bali,0
384137,33,sosial media specialis,menikah,SMA,no,yes,no,telephone,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,Sulawesi,0
787975,41,pemilik bisnis,menikah,SMA,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTT,0
466586,56,teknisi,menikah,Diploma,unknown,no,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,Sulawesi,0
100662,88,pensiunan,cerai,Tidak Tamat SD,no,yes,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,Jawa,0
849499,46,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Bali,0
425961,41,pekerja kasar,lajang,SMP,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,NTB,1
427375,39,teknisi,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,NTB,0
608061,32,asisten rumah tangga,lajang,SMP,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,Bali,0
215016,36,sosial media specialis,lajang,SMP,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Bali,0
677721,33,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTT,0
314902,37,entrepreneur,menikah,Diploma,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Papua,0
634595,50,penyedia jasa,menikah,unknown,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,Sulawesi,0
207446,32,mahasiswa,lajang,Pendidikan Tinggi,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,Kalimantan,0
647511,49,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Papua,0
404537,48,teknisi,lajang,SMA,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,NTB,0
308876,60,pensiunan,menikah,Tidak Tamat SD,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Sulawesi,0
691980,25,manajer,lajang,Pendidikan Tinggi,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Bali,0
987047,43,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Kalimantan,0
610683,29,penyedia jasa,menikah,SMA,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sumatera,0
591779,38,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTT,0
620217,48,teknisi,menikah,Diploma,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Sumatera,0
470288,27,pekerja kasar,menikah,SD,unknown,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Sulawesi,1
592978,42,pekerja kasar,menikah,SMP,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Kalimantan,1
560679,36,penyedia jasa,cerai,SMA,no,no,yes,telephone,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Kalimantan,0
922412,34,pekerja kasar,menikah,SMP,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sulawesi,0
136573,27,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Bali,0
968738,35,pekerja kasar,menikah,SD,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,Papua,1
930611,44,teknisi,menikah,Pendidikan Tinggi,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Papua,1
833016,56,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,NTB,0
883382,30,pekerja kasar,lajang,SMP,no,no,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Jawa,0
810322,49,penyedia jasa,lajang,Diploma,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Sulawesi,0
174720,38,sosial media specialis,lajang,SMA,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Sulawesi,0
186968,43,pekerja kasar,menikah,SMP,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Kalimantan,0
850803,32,teknisi,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Jawa,0
785717,49,pekerja kasar,cerai,SMP,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
982689,30,teknisi,menikah,Diploma,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sulawesi,0
766432,32,manajer,cerai,Tidak Tamat SD,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
105047,52,entrepreneur,menikah,Pendidikan Tinggi,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Papua,0
685428,36,pekerja kasar,lajang,SD,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sumatera,0
158979,51,pekerja kasar,menikah,Diploma,no,no,yes,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,Bali,0
425763,55,manajer,menikah,Pendidikan Tinggi,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
670600,41,sosial media specialis,menikah,Diploma,no,yes,yes,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,NTT,0
229825,40,pekerja kasar,menikah,SD,unknown,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Jawa,0
431227,33,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,Sulawesi,0
945391,55,pensiunan,lajang,SMA,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
698230,48,teknisi,menikah,Diploma,no,yes,yes,cellular,dec,mon,3,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,Papua,0
536500,50,manajer,menikah,Pendidikan Tinggi,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,NTT,0
747496,37,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTB,0
867517,40,sosial media specialis,lajang,SMA,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,NTT,0
751872,41,pekerja kasar,menikah,SMA,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Jawa,0
379518,31,penyedia jasa,lajang,Pendidikan Tinggi,no,yes,no,cellular,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sumatera,0
162468,48,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,NTT,0
387105,32,sosial media specialis,lajang,SMA,no,yes,no,cellular,nov,mon,2,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,Sulawesi,0
799717,47,sosial media specialis,menikah,Diploma,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTT,0
211061,40,teknisi,menikah,Diploma,unknown,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,NTT,0
195345,38,pekerja kasar,menikah,SMA,unknown,no,no,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,Sulawesi,0
684051,34,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Sumatera,0
239802,48,pekerja kasar,lajang,SD,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Papua,0
960219,29,teknisi,lajang,SMA,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,Kalimantan,0
652455,46,pekerja kasar,menikah,SD,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Papua,0
219503,56,pensiunan,menikah,Tidak Tamat SD,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Jawa,0
823998,29,sosial media specialis,lajang,SD,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,Papua,0
905953,37,pekerja kasar,lajang,SMA,no,no,no,cellular,jul,tue,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,NTT,0
514291,32,teknisi,lajang,SMA,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTT,0
254445,48,teknisi,menikah,SMA,unknown,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Bali,0
816264,35,sosial media specialis,lajang,SMA,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Sumatera,0
764823,27,pekerja kasar,lajang,SMP,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Jawa,0
981847,30,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Kalimantan,0
786981,31,penyedia jasa,cerai,SMA,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,NTT,0
958382,43,pekerja kasar,lajang,SMP,no,yes,no,telephone,jun,wed,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,Bali,0
590132,30,penyedia jasa,menikah,SMA,no,no,no,cellular,nov,wed,3,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,NTB,0
934795,44,sosial media specialis,cerai,SMA,no,yes,no,cellular,jul,wed,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Kalimantan,0
973075,36,penyedia jasa,lajang,SMA,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Kalimantan,0
861677,37,teknisi,lajang,SMA,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Bali,0
594241,32,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,NTB,0
497901,43,pekerja kasar,menikah,SMP,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,NTB,0
110322,35,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,NTB,1
677650,35,pekerja kasar,menikah,SMP,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTT,0
369329,47,penyedia jasa,menikah,SD,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NTT,0
210500,32,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,Kalimantan,0
331934,42,pensiunan,menikah,Tidak Tamat SD,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Kalimantan,0
663688,67,pensiunan,menikah,Tidak Tamat SD,no,no,no,telephone,nov,fri,4,999,1,failure,-3.4,92.649,-30.1,0.718,5017.5,Jawa,0
709291,31,manajer,lajang,Pendidikan Tinggi,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,NTT,0
127595,56,entrepreneur,menikah,SMP,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Jawa,0
865640,36,sosial media specialis,menikah,SMA,unknown,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Bali,1
880132,39,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Kalimantan,0
127166,41,sosial media specialis,menikah,Pendidikan Tinggi,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Papua,0
899627,54,pekerja kasar,menikah,SMP,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Sumatera,0
477934,36,pekerja kasar,menikah,SD,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,NTT,0
808034,20,mahasiswa,lajang,SMA,no,yes,no,cellular,nov,wed,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,Papua,1
913848,39,manajer,menikah,SMA,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Bali,0
849250,50,teknisi,menikah,Diploma,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,NTB,0
931075,36,pekerja kasar,menikah,SMP,no,unknown,unknown,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,NTT,0
136072,35,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Papua,0
629606,62,teknisi,menikah,unknown,no,yes,no,cellular,jul,mon,1,16,1,success,-1.7,94.215,-40.3,0.827,4991.6,Kalimantan,0
135510,44,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTT,1
412347,56,pekerja kasar,menikah,SMP,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTT,0
909192,51,penyedia jasa,menikah,unknown,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Sumatera,0
465074,50,pekerja kasar,menikah,Tidak Tamat SD,unknown,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Bali,0
276892,30,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,may,tue,1,6,1,success,-1.8,93.876,-40.0,0.668,5008.7,Papua,0
111753,26,manajer,lajang,Pendidikan Tinggi,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Kalimantan,0
716112,28,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,telephone,jul,mon,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
970399,25,sosial media specialis,lajang,SMA,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,Kalimantan,0
529059,37,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Papua,0
723786,35,sosial media specialis,lajang,Tidak Tamat SD,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,Kalimantan,0
796515,51,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,NTB,0
435356,39,pekerja kasar,menikah,SD,unknown,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,NTT,0
350192,58,pengangguran,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,NTB,1
380937,56,teknisi,menikah,Tidak Tamat SD,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Jawa,0
416343,36,pekerja kasar,menikah,SMA,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,Jawa,0
804228,46,pemilik bisnis,menikah,Tidak Tamat SD,unknown,no,no,telephone,may,thu,24,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sulawesi,0
541248,22,teknisi,lajang,Diploma,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,Sumatera,0
576012,30,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,NTB,0
300130,50,entrepreneur,menikah,Tidak Tamat SD,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Jawa,0
236359,33,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Jawa,0
760854,31,pekerja kasar,menikah,SMP,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,Sulawesi,1
598087,42,pengangguran,menikah,unknown,no,no,no,cellular,aug,thu,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,NTT,1
293084,29,teknisi,lajang,SMA,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Papua,1
511358,37,pensiunan,cerai,SMP,unknown,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Jawa,0
395535,29,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Kalimantan,0
432107,56,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTB,0
592118,30,teknisi,menikah,Diploma,no,no,no,telephone,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Bali,1
862459,56,asisten rumah tangga,lajang,Tidak Tamat SD,unknown,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Sulawesi,0
326299,46,sosial media specialis,menikah,Pendidikan Tinggi,unknown,no,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sumatera,0
378307,44,manajer,cerai,Pendidikan Tinggi,no,no,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,NTB,0
455435,34,pekerja kasar,menikah,SMP,unknown,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Papua,0
582844,55,teknisi,lajang,Pendidikan Tinggi,unknown,yes,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Jawa,0
606493,38,pekerja kasar,lajang,SMP,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Bali,0
484234,59,teknisi,cerai,Diploma,no,yes,no,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Sulawesi,0
154757,55,manajer,lajang,unknown,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
393352,24,unknown,lajang,Pendidikan Tinggi,no,yes,no,cellular,jun,tue,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,NTT,0
907233,20,mahasiswa,lajang,SMA,no,yes,no,cellular,apr,thu,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,Papua,0
201627,34,pekerja kasar,menikah,SMP,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,Jawa,0
788173,36,teknisi,menikah,SMA,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Jawa,0
952926,30,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Kalimantan,1
511018,54,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,NTB,1
159326,33,manajer,lajang,Pendidikan Tinggi,no,no,yes,telephone,may,fri,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Sulawesi,0
767576,28,teknisi,cerai,Pendidikan Tinggi,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sulawesi,0
953652,61,pensiunan,menikah,Pendidikan Tinggi,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.797,5017.5,Kalimantan,1
384600,22,asisten rumah tangga,lajang,SMA,no,yes,yes,cellular,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTB,0
732085,35,pemilik bisnis,lajang,Pendidikan Tinggi,no,unknown,unknown,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Jawa,0
455747,45,sosial media specialis,cerai,Pendidikan Tinggi,no,no,yes,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,NTB,0
932869,47,pekerja kasar,cerai,SMP,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sulawesi,0
701234,51,manajer,menikah,Pendidikan Tinggi,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Bali,0
845921,32,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,Kalimantan,0
906279,30,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Sumatera,0
828452,34,pekerja kasar,menikah,SMP,no,yes,yes,telephone,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Sulawesi,0
949690,29,pengangguran,menikah,Pendidikan Tinggi,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Sulawesi,0
223155,56,sosial media specialis,cerai,SD,no,no,yes,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Sumatera,0
731102,55,pensiunan,menikah,SMA,no,yes,no,cellular,oct,thu,2,7,1,success,-3.4,92.431,-26.9,0.722,5017.5,Bali,1
901636,37,sosial media specialis,menikah,SMA,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sulawesi,0
845273,30,sosial media specialis,menikah,SMA,no,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sulawesi,0
320604,52,penyedia jasa,menikah,SD,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Kalimantan,0
308908,37,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,NTT,0
128940,35,teknisi,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,tue,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTB,0
671927,60,pensiunan,menikah,Pendidikan Tinggi,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,NTT,0
